tfbs	frequency	gene
TFAP2B	9	SHANK3
TFAP2B(var.2)	3	SHANK3
TFAP2B(var.3)	9	SHANK3
TFAP2C	10	SHANK3
TFAP2C(var.2)	4	SHANK3
TFAP2C(var.3)	6	SHANK3
TFAP4	5	SHANK3
TFDP1	2	SHANK3
TFEB	2	SHANK3
TFEC	1	SHANK3
TGIF1	7	SHANK3
TGIF2	9	SHANK3
TP53	5	SHANK3
TP63	4	SHANK3
TP73	3	SHANK3
TWIST1	7	SHANK3
Twist2	3	SHANK3
USF1	3	SHANK3
USF2	3	SHANK3
XBP1	1	SHANK3
YY1	2	SHANK3
ZBED1	1	SHANK3
ZBTB18	7	SHANK3
ZBTB33	1	SHANK3
ZBTB7B	4	SHANK3
ZBTB7C	5	SHANK3
ZEB1	12	SHANK3
Zfx	12	SHANK3
ZIC3	2	SHANK3
ZIC4	1	SHANK3
ZNF143	11	SHANK3
ZNF24	8	SHANK3
ZNF263	94	SHANK3
ZNF282	7	SHANK3
ZNF384	33	SHANK3
ZNF410	3	SHANK3
ZNF740	13	SHANK3
ZSCAN4	6	SHANK3
